timestep_sec,station_id,station_edge,charging_capacity,waiting_capacity,vehicles_charging,vehicles_waiting,charging_vehicle_ids,waiting_vehicle_ids,charging_times_sec,waiting_times_sec,total_power_load_kW,charging_utilization_percent,waiting_utilization_percent,available_charging_slots,available_waiting_slots
167.0,pa_2,E0,4,3,4,1,"easyBike_forward4.0,easyBike_forward2.0,easyBike_forward1.0,easyBike_forward1.1",easyBike_forward2.1,"69.0,76.0,72.0,24.0",16.0,80.0,100.0,33.3,0,2
167.0,pa_2_rev,NEG_E0,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
167.0,pa_3,E1,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
167.0,pa_3_rev,NEG_E1,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
167.0,pa_6,E5,5,3,2,0,"easyBike_forward3.1,easyBike_forward3.0",NONE,"7.0,80.0",NONE,50.0,40.0,0.0,3,3
167.0,pa_6_rev,NEG_E5,5,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,5,3
167.0,pa_7,E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
167.0,pa_7_rev,NEG_E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
167.0,pa_8,E7,5,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,5,3
167.0,pa_8_rev,NEG_E7,5,3,3,0,"easyBike_reverse2.1,easyBike_reverse3.1,easyBike_reverse4.1",NONE,"25.0,19.0,10.0",NONE,75.0,60.0,0.0,2,3
168.0,pa_2,E0,4,3,4,1,"easyBike_forward4.0,easyBike_forward2.0,easyBike_forward1.0,easyBike_forward1.1",easyBike_forward2.1,"70.0,77.0,73.0,25.0",17.0,80.0,100.0,33.3,0,2
168.0,pa_2_rev,NEG_E0,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
168.0,pa_3,E1,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
168.0,pa_3_rev,NEG_E1,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
168.0,pa_6,E5,5,3,2,0,"easyBike_forward3.1,easyBike_forward3.0",NONE,"8.0,81.0",NONE,50.0,40.0,0.0,3,3
168.0,pa_6_rev,NEG_E5,5,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,5,3
168.0,pa_7,E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
168.0,pa_7_rev,NEG_E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
168.0,pa_8,E7,5,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,5,3
168.0,pa_8_rev,NEG_E7,5,3,3,0,"easyBike_reverse2.1,easyBike_reverse3.1,easyBike_reverse4.1",NONE,"26.0,20.0,11.0",NONE,75.0,60.0,0.0,2,3
169.0,pa_2,E0,4,3,4,1,"easyBike_forward4.0,easyBike_forward2.0,easyBike_forward1.0,easyBike_forward1.1",easyBike_forward2.1,"71.0,78.0,74.0,26.0",18.0,80.0,100.0,33.3,0,2
169.0,pa_2_rev,NEG_E0,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
169.0,pa_3,E1,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
169.0,pa_3_rev,NEG_E1,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
169.0,pa_6,E5,5,3,2,0,"easyBike_forward3.1,easyBike_forward3.0",NONE,"9.0,82.0",NONE,50.0,40.0,0.0,3,3
169.0,pa_6_rev,NEG_E5,5,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,5,3
169.0,pa_7,E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
169.0,pa_7_rev,NEG_E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
169.0,pa_8,E7,5,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,5,3
169.0,pa_8_rev,NEG_E7,5,3,3,0,"easyBike_reverse2.1,easyBike_reverse3.1,easyBike_reverse4.1",NONE,"27.0,21.0,12.0",NONE,75.0,60.0,0.0,2,3
170.0,pa_2,E0,4,3,4,1,"easyBike_forward4.0,easyBike_forward2.0,easyBike_forward1.0,easyBike_forward1.1",easyBike_forward2.1,"72.0,79.0,75.0,27.0",19.0,80.0,100.0,33.3,0,2
170.0,pa_2_rev,NEG_E0,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
170.0,pa_3,E1,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
170.0,pa_3_rev,NEG_E1,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
170.0,pa_6,E5,5,3,2,0,"easyBike_forward3.1,easyBike_forward3.0",NONE,"10.0,83.0",NONE,50.0,40.0,0.0,3,3
170.0,pa_6_rev,NEG_E5,5,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,5,3
170.0,pa_7,E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
170.0,pa_7_rev,NEG_E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
170.0,pa_8,E7,5,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,5,3
170.0,pa_8_rev,NEG_E7,5,3,3,0,"easyBike_reverse2.1,easyBike_reverse3.1,easyBike_reverse4.1",NONE,"28.0,22.0,13.0",NONE,75.0,60.0,0.0,2,3
171.0,pa_2,E0,4,3,4,1,"easyBike_forward4.0,easyBike_forward2.0,easyBike_forward1.0,easyBike_forward1.1",easyBike_forward2.1,"73.0,80.0,76.0,28.0",20.0,80.0,100.0,33.3,0,2
171.0,pa_2_rev,NEG_E0,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
171.0,pa_3,E1,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
171.0,pa_3_rev,NEG_E1,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
171.0,pa_6,E5,5,3,2,0,"easyBike_forward3.1,easyBike_forward3.0",NONE,"11.0,84.0",NONE,50.0,40.0,0.0,3,3
171.0,pa_6_rev,NEG_E5,5,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,5,3
171.0,pa_7,E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
171.0,pa_7_rev,NEG_E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
171.0,pa_8,E7,5,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,5,3
171.0,pa_8_rev,NEG_E7,5,3,3,0,"easyBike_reverse2.1,easyBike_reverse3.1,easyBike_reverse4.1",NONE,"29.0,23.0,14.0",NONE,75.0,60.0,0.0,2,3
172.0,pa_2,E0,4,3,4,2,"easyBike_forward4.0,easyBike_forward2.0,easyBike_forward1.0,easyBike_forward1.1","easyBike_forward2.1,easyBike_forward4.1","74.0,81.0,77.0,29.0","21.0,0.0",80.0,100.0,66.7,0,1
172.0,pa_2_rev,NEG_E0,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
172.0,pa_3,E1,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
172.0,pa_3_rev,NEG_E1,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
172.0,pa_6,E5,5,3,2,0,"easyBike_forward3.1,easyBike_forward3.0",NONE,"12.0,85.0",NONE,50.0,40.0,0.0,3,3
172.0,pa_6_rev,NEG_E5,5,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,5,3
172.0,pa_7,E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
172.0,pa_7_rev,NEG_E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
172.0,pa_8,E7,5,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,5,3
172.0,pa_8_rev,NEG_E7,5,3,3,0,"easyBike_reverse2.1,easyBike_reverse3.1,easyBike_reverse4.1",NONE,"30.0,24.0,15.0",NONE,75.0,60.0,0.0,2,3
173.0,pa_2,E0,4,3,4,2,"easyBike_forward4.0,easyBike_forward2.0,easyBike_forward1.0,easyBike_forward1.1","easyBike_forward2.1,easyBike_forward4.1","75.0,82.0,78.0,30.0","22.0,1.0",80.0,100.0,66.7,0,1
173.0,pa_2_rev,NEG_E0,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
173.0,pa_3,E1,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
173.0,pa_3_rev,NEG_E1,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
173.0,pa_6,E5,5,3,2,0,"easyBike_forward3.1,easyBike_forward3.0",NONE,"13.0,86.0",NONE,50.0,40.0,0.0,3,3
173.0,pa_6_rev,NEG_E5,5,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,5,3
173.0,pa_7,E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
173.0,pa_7_rev,NEG_E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
173.0,pa_8,E7,5,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,5,3
173.0,pa_8_rev,NEG_E7,5,3,3,0,"easyBike_reverse2.1,easyBike_reverse3.1,easyBike_reverse4.1",NONE,"31.0,25.0,16.0",NONE,75.0,60.0,0.0,2,3
174.0,pa_2,E0,4,3,4,2,"easyBike_forward4.0,easyBike_forward2.0,easyBike_forward1.0,easyBike_forward1.1","easyBike_forward2.1,easyBike_forward4.1","76.0,83.0,79.0,31.0","23.0,2.0",80.0,100.0,66.7,0,1
174.0,pa_2_rev,NEG_E0,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
174.0,pa_3,E1,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
174.0,pa_3_rev,NEG_E1,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
174.0,pa_6,E5,5,3,2,0,"easyBike_forward3.1,easyBike_forward3.0",NONE,"14.0,87.0",NONE,50.0,40.0,0.0,3,3
174.0,pa_6_rev,NEG_E5,5,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,5,3
174.0,pa_7,E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
174.0,pa_7_rev,NEG_E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
174.0,pa_8,E7,5,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,5,3
174.0,pa_8_rev,NEG_E7,5,3,3,0,"easyBike_reverse2.1,easyBike_reverse3.1,easyBike_reverse4.1",NONE,"32.0,26.0,17.0",NONE,75.0,60.0,0.0,2,3
175.0,pa_2,E0,4,3,4,2,"easyBike_forward4.0,easyBike_forward2.0,easyBike_forward1.0,easyBike_forward1.1","easyBike_forward2.1,easyBike_forward4.1","77.0,84.0,80.0,32.0","24.0,3.0",80.0,100.0,66.7,0,1
175.0,pa_2_rev,NEG_E0,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
175.0,pa_3,E1,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
175.0,pa_3_rev,NEG_E1,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
175.0,pa_6,E5,5,3,2,0,"easyBike_forward3.1,easyBike_forward3.0",NONE,"15.0,88.0",NONE,50.0,40.0,0.0,3,3
175.0,pa_6_rev,NEG_E5,5,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,5,3
175.0,pa_7,E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
175.0,pa_7_rev,NEG_E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
175.0,pa_8,E7,5,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,5,3
175.0,pa_8_rev,NEG_E7,5,3,3,0,"easyBike_reverse2.1,easyBike_reverse3.1,easyBike_reverse4.1",NONE,"33.0,27.0,18.0",NONE,75.0,60.0,0.0,2,3
176.0,pa_2,E0,4,3,4,2,"easyBike_forward4.0,easyBike_forward2.0,easyBike_forward1.0,easyBike_forward1.1","easyBike_forward2.1,easyBike_forward4.1","78.0,85.0,81.0,33.0","25.0,4.0",80.0,100.0,66.7,0,1
176.0,pa_2_rev,NEG_E0,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
176.0,pa_3,E1,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
176.0,pa_3_rev,NEG_E1,4,3,1,0,easyBike_reverse1.0,NONE,0.0,NONE,20.0,25.0,0.0,3,3
176.0,pa_6,E5,5,3,2,0,"easyBike_forward3.1,easyBike_forward3.0",NONE,"16.0,89.0",NONE,50.0,40.0,0.0,3,3
176.0,pa_6_rev,NEG_E5,5,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,5,3
176.0,pa_7,E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
176.0,pa_7_rev,NEG_E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
176.0,pa_8,E7,5,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,5,3
176.0,pa_8_rev,NEG_E7,5,3,3,0,"easyBike_reverse2.1,easyBike_reverse3.1,easyBike_reverse4.1",NONE,"34.0,28.0,19.0",NONE,75.0,60.0,0.0,2,3
177.0,pa_2,E0,4,3,4,2,"easyBike_forward4.0,easyBike_forward2.0,easyBike_forward1.0,easyBike_forward1.1","easyBike_forward2.1,easyBike_forward4.1","79.0,86.0,82.0,34.0","26.0,5.0",80.0,100.0,66.7,0,1
177.0,pa_2_rev,NEG_E0,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
177.0,pa_3,E1,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
177.0,pa_3_rev,NEG_E1,4,3,1,0,easyBike_reverse1.0,NONE,1.0,NONE,20.0,25.0,0.0,3,3
177.0,pa_6,E5,5,3,2,0,"easyBike_forward3.1,easyBike_forward3.0",NONE,"17.0,90.0",NONE,50.0,40.0,0.0,3,3
177.0,pa_6_rev,NEG_E5,5,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,5,3
177.0,pa_7,E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
177.0,pa_7_rev,NEG_E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
177.0,pa_8,E7,5,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,5,3
177.0,pa_8_rev,NEG_E7,5,3,3,0,"easyBike_reverse2.1,easyBike_reverse3.1,easyBike_reverse4.1",NONE,"35.0,29.0,20.0",NONE,75.0,60.0,0.0,2,3
178.0,pa_2,E0,4,3,4,2,"easyBike_forward4.0,easyBike_forward2.0,easyBike_forward1.0,easyBike_forward1.1","easyBike_forward2.1,easyBike_forward4.1","80.0,87.0,83.0,35.0","27.0,6.0",80.0,100.0,66.7,0,1
178.0,pa_2_rev,NEG_E0,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
178.0,pa_3,E1,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
178.0,pa_3_rev,NEG_E1,4,3,1,0,easyBike_reverse1.0,NONE,2.0,NONE,20.0,25.0,0.0,3,3
178.0,pa_6,E5,5,3,2,0,"easyBike_forward3.1,easyBike_forward3.0",NONE,"18.0,91.0",NONE,50.0,40.0,0.0,3,3
178.0,pa_6_rev,NEG_E5,5,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,5,3
178.0,pa_7,E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
178.0,pa_7_rev,NEG_E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
178.0,pa_8,E7,5,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,5,3
178.0,pa_8_rev,NEG_E7,5,3,3,0,"easyBike_reverse2.1,easyBike_reverse3.1,easyBike_reverse4.1",NONE,"36.0,30.0,21.0",NONE,75.0,60.0,0.0,2,3
179.0,pa_2,E0,4,3,4,2,"easyBike_forward4.0,easyBike_forward2.0,easyBike_forward1.0,easyBike_forward1.1","easyBike_forward2.1,easyBike_forward4.1","81.0,88.0,84.0,36.0","28.0,7.0",80.0,100.0,66.7,0,1
179.0,pa_2_rev,NEG_E0,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
179.0,pa_3,E1,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
179.0,pa_3_rev,NEG_E1,4,3,1,0,easyBike_reverse1.0,NONE,3.0,NONE,20.0,25.0,0.0,3,3
179.0,pa_6,E5,5,3,2,0,"easyBike_forward3.1,easyBike_forward3.0",NONE,"19.0,92.0",NONE,50.0,40.0,0.0,3,3
179.0,pa_6_rev,NEG_E5,5,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,5,3
179.0,pa_7,E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
179.0,pa_7_rev,NEG_E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
179.0,pa_8,E7,5,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,5,3
179.0,pa_8_rev,NEG_E7,5,3,3,0,"easyBike_reverse2.1,easyBike_reverse3.1,easyBike_reverse4.1",NONE,"37.0,31.0,22.0",NONE,75.0,60.0,0.0,2,3
180.0,pa_2,E0,4,3,4,2,"easyBike_forward4.0,easyBike_forward2.0,easyBike_forward1.0,easyBike_forward1.1","easyBike_forward2.1,easyBike_forward4.1","82.0,89.0,85.0,37.0","29.0,8.0",80.0,100.0,66.7,0,1
180.0,pa_2_rev,NEG_E0,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
180.0,pa_3,E1,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
180.0,pa_3_rev,NEG_E1,4,3,1,0,easyBike_reverse1.0,NONE,4.0,NONE,20.0,25.0,0.0,3,3
180.0,pa_6,E5,5,3,2,0,"easyBike_forward3.1,easyBike_forward3.0",NONE,"20.0,93.0",NONE,50.0,40.0,0.0,3,3
180.0,pa_6_rev,NEG_E5,5,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,5,3
180.0,pa_7,E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
180.0,pa_7_rev,NEG_E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
180.0,pa_8,E7,5,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,5,3
180.0,pa_8_rev,NEG_E7,5,3,3,0,"easyBike_reverse2.1,easyBike_reverse3.1,easyBike_reverse4.1",NONE,"38.0,32.0,23.0",NONE,75.0,60.0,0.0,2,3
181.0,pa_2,E0,4,3,4,2,"easyBike_forward4.0,easyBike_forward2.0,easyBike_forward1.0,easyBike_forward1.1","easyBike_forward2.1,easyBike_forward4.1","83.0,90.0,86.0,38.0","30.0,9.0",80.0,100.0,66.7,0,1
181.0,pa_2_rev,NEG_E0,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
181.0,pa_3,E1,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
181.0,pa_3_rev,NEG_E1,4,3,1,0,easyBike_reverse1.0,NONE,5.0,NONE,20.0,25.0,0.0,3,3
181.0,pa_6,E5,5,3,2,0,"easyBike_forward3.1,easyBike_forward3.0",NONE,"21.0,94.0",NONE,50.0,40.0,0.0,3,3
181.0,pa_6_rev,NEG_E5,5,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,5,3
181.0,pa_7,E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
181.0,pa_7_rev,NEG_E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
181.0,pa_8,E7,5,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,5,3
181.0,pa_8_rev,NEG_E7,5,3,3,0,"easyBike_reverse2.1,easyBike_reverse3.1,easyBike_reverse4.1",NONE,"39.0,33.0,24.0",NONE,75.0,60.0,0.0,2,3
182.0,pa_2,E0,4,3,4,2,"easyBike_forward4.0,easyBike_forward2.0,easyBike_forward1.0,easyBike_forward1.1","easyBike_forward2.1,easyBike_forward4.1","84.0,91.0,87.0,39.0","31.0,10.0",80.0,100.0,66.7,0,1
182.0,pa_2_rev,NEG_E0,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
182.0,pa_3,E1,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
182.0,pa_3_rev,NEG_E1,4,3,1,0,easyBike_reverse1.0,NONE,6.0,NONE,20.0,25.0,0.0,3,3
182.0,pa_6,E5,5,3,2,0,"easyBike_forward3.1,easyBike_forward3.0",NONE,"22.0,95.0",NONE,50.0,40.0,0.0,3,3
182.0,pa_6_rev,NEG_E5,5,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,5,3
182.0,pa_7,E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
182.0,pa_7_rev,NEG_E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
182.0,pa_8,E7,5,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,5,3
182.0,pa_8_rev,NEG_E7,5,3,3,0,"easyBike_reverse2.1,easyBike_reverse3.1,easyBike_reverse4.1",NONE,"40.0,34.0,25.0",NONE,75.0,60.0,0.0,2,3
183.0,pa_2,E0,4,3,4,2,"easyBike_forward4.0,easyBike_forward2.0,easyBike_forward1.0,easyBike_forward1.1","easyBike_forward2.1,easyBike_forward4.1","85.0,92.0,88.0,40.0","32.0,11.0",80.0,100.0,66.7,0,1
183.0,pa_2_rev,NEG_E0,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
183.0,pa_3,E1,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
183.0,pa_3_rev,NEG_E1,4,3,1,0,easyBike_reverse1.0,NONE,7.0,NONE,20.0,25.0,0.0,3,3
183.0,pa_6,E5,5,3,2,0,"easyBike_forward3.1,easyBike_forward3.0",NONE,"23.0,96.0",NONE,50.0,40.0,0.0,3,3
183.0,pa_6_rev,NEG_E5,5,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,5,3
183.0,pa_7,E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
183.0,pa_7_rev,NEG_E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
183.0,pa_8,E7,5,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,5,3
183.0,pa_8_rev,NEG_E7,5,3,3,0,"easyBike_reverse2.1,easyBike_reverse3.1,easyBike_reverse4.1",NONE,"41.0,35.0,26.0",NONE,75.0,60.0,0.0,2,3
184.0,pa_2,E0,4,3,4,2,"easyBike_forward4.0,easyBike_forward2.0,easyBike_forward1.0,easyBike_forward1.1","easyBike_forward2.1,easyBike_forward4.1","86.0,93.0,89.0,41.0","33.0,12.0",80.0,100.0,66.7,0,1
184.0,pa_2_rev,NEG_E0,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
184.0,pa_3,E1,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
184.0,pa_3_rev,NEG_E1,4,3,1,0,easyBike_reverse1.0,NONE,8.0,NONE,20.0,25.0,0.0,3,3
184.0,pa_6,E5,5,3,2,0,"easyBike_forward3.1,easyBike_forward3.0",NONE,"24.0,97.0",NONE,50.0,40.0,0.0,3,3
184.0,pa_6_rev,NEG_E5,5,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,5,3
184.0,pa_7,E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
184.0,pa_7_rev,NEG_E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
184.0,pa_8,E7,5,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,5,3
184.0,pa_8_rev,NEG_E7,5,3,3,0,"easyBike_reverse2.1,easyBike_reverse3.1,easyBike_reverse4.1",NONE,"42.0,36.0,27.0",NONE,75.0,60.0,0.0,2,3
185.0,pa_2,E0,4,3,4,2,"easyBike_forward4.0,easyBike_forward2.0,easyBike_forward1.0,easyBike_forward1.1","easyBike_forward2.1,easyBike_forward4.1","87.0,94.0,90.0,42.0","34.0,13.0",80.0,100.0,66.7,0,1
185.0,pa_2_rev,NEG_E0,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
185.0,pa_3,E1,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
185.0,pa_3_rev,NEG_E1,4,3,1,0,easyBike_reverse1.0,NONE,9.0,NONE,20.0,25.0,0.0,3,3
185.0,pa_6,E5,5,3,2,0,"easyBike_forward3.1,easyBike_forward3.0",NONE,"25.0,98.0",NONE,50.0,40.0,0.0,3,3
185.0,pa_6_rev,NEG_E5,5,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,5,3
185.0,pa_7,E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
185.0,pa_7_rev,NEG_E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
185.0,pa_8,E7,5,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,5,3
185.0,pa_8_rev,NEG_E7,5,3,3,0,"easyBike_reverse2.1,easyBike_reverse3.1,easyBike_reverse4.1",NONE,"43.0,37.0,28.0",NONE,75.0,60.0,0.0,2,3
186.0,pa_2,E0,4,3,4,2,"easyBike_forward4.0,easyBike_forward2.0,easyBike_forward1.0,easyBike_forward1.1","easyBike_forward2.1,easyBike_forward4.1","88.0,95.0,91.0,43.0","35.0,14.0",80.0,100.0,66.7,0,1
186.0,pa_2_rev,NEG_E0,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
186.0,pa_3,E1,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
186.0,pa_3_rev,NEG_E1,4,3,1,0,easyBike_reverse1.0,NONE,10.0,NONE,20.0,25.0,0.0,3,3
186.0,pa_6,E5,5,3,2,0,"easyBike_forward3.1,easyBike_forward3.0",NONE,"26.0,99.0",NONE,50.0,40.0,0.0,3,3
186.0,pa_6_rev,NEG_E5,5,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,5,3
186.0,pa_7,E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
186.0,pa_7_rev,NEG_E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
186.0,pa_8,E7,5,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,5,3
